id,mitigation_id,mitigation_name,mitigation_description,attack_id,attack_type,relationship
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1055.003,['enterprise-attack'],Some endpoint security solutions can be configured to block some types of process injection based on common sequences of behavior that occur during the injection process. 
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1137.005,['enterprise-attack'],"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent Office applications from creating child processes and from writing potentially malicious executable content to disk. (Citation: win10_asr)"
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1059.005,['enterprise-attack'],"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent [Visual Basic](https://attack.mitre.org/techniques/T1059/005) scripts from executing potentially malicious downloaded content (Citation: win10_asr)."
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1137.001,['enterprise-attack'],"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent Office applications from creating child processes and from writing potentially malicious executable content to disk. (Citation: win10_asr)"
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1003,['enterprise-attack'],"On Windows 10, enable Attack Surface Reduction (ASR) rules to secure LSASS and prevent credential stealing. (Citation: win10_asr)"
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1055.015,['enterprise-attack'],Some endpoint security solutions can be configured to block some types of process injection based on common sequences of behavior that occur during the injection process.
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1569,['enterprise-attack'],"On Windows 10, enable Attack Surface Reduction (ASR) rules to block processes created by [PsExec](https://attack.mitre.org/software/S0029) from running. (Citation: win10_asr)"
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1486,['enterprise-attack'],"On Windows 10, enable cloud-delivered protection and Attack Surface Reduction (ASR) rules to block the execution of files that resemble ransomware. (Citation: win10_asr)"
course-of-action--e8242a33-481c-4891-af63-4cf3e4cf6aff,M1044,Restrict Library Loading,Prevent abuse of library loading mechanisms in the operating system and software to load untrusted code by configuring appropriate library loading mechanisms and investigating potential vulnerable software.,T1574.001,['enterprise-attack'],"Disallow loading of remote DLLs. This is included by default in Windows Server 2012+ and is available by patch for XP+ and Server 2003+.

Enable Safe DLL Search Mode to force search for system DLLs in directories with greater restrictions (e.g. <code>%SYSTEMROOT%</code>)to be used before local directory DLLs (e.g. a user's home directory)

The Safe DLL Search Mode can be enabled via Group Policy at Computer Configuration > [Policies] > Administrative Templates > MSS (Legacy): MSS: (SafeDllSearchMode) Enable Safe DLL search mode. The associated Windows Registry key for this is located at <code>HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\SafeDLLSearchMode</code>(Citation: Microsoft More information about DLL)(Citation: Microsoft Dynamic Link Library Search Order)"
course-of-action--e8242a33-481c-4891-af63-4cf3e4cf6aff,M1044,Restrict Library Loading,Prevent abuse of library loading mechanisms in the operating system and software to load untrusted code by configuring appropriate library loading mechanisms and investigating potential vulnerable software.,T1574,['enterprise-attack'],"Disallow loading of remote DLLs. This is included by default in Windows Server 2012+ and is available by patch for XP+ and Server 2003+.

Enable Safe DLL Search Mode to force search for system DLLs in directories with greater restrictions (e.g. <code>%SYSTEMROOT%</code>)to be used before local directory DLLs (e.g. a user's home directory)

The Safe DLL Search Mode can be enabled via Group Policy at Computer Configuration > [Policies] > Administrative Templates > MSS (Legacy): MSS: (SafeDllSearchMode) Enable Safe DLL search mode. The associated Windows Registry key for this is located at <code>HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\SafeDLLSearchMode</code>(Citation: Microsoft More information about DLL)(Citation: Microsoft Dynamic Link Library Search Order)"
course-of-action--e8242a33-481c-4891-af63-4cf3e4cf6aff,M1044,Restrict Library Loading,Prevent abuse of library loading mechanisms in the operating system and software to load untrusted code by configuring appropriate library loading mechanisms and investigating potential vulnerable software.,T1547.008,['enterprise-attack'],Ensure safe DLL search mode is enabled <code>HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Control\\Session Manager\\SafeDllSearchMode</code> to mitigate risk that lsass.exe loads a malicious code library. (Citation: Microsoft DLL Security)
course-of-action--d9727aee-48b8-4fdb-89e2-4c49746ba4dd,T1039,Data from Network Shared Drive Mitigation,"Identify unnecessary system utilities or potentially malicious software that may be used to collect data from a network share, and audit and/or block them by using whitelisting (Citation: Beechey 2010) tools, like AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)",T1039,['enterprise-attack'],
course-of-action--a6a47a06-08fc-4ec4-bdc3-20373375ebb9,M1049,Antivirus/Antimalware,Use signatures or heuristics to detect malicious software.,T1059,['enterprise-attack'],Anti-virus can be used to automatically quarantine suspicious files. 
course-of-action--a6a47a06-08fc-4ec4-bdc3-20373375ebb9,M1049,Antivirus/Antimalware,Use signatures or heuristics to detect malicious software.,T1059.006,['enterprise-attack'],Anti-virus can be used to automatically quarantine suspicious files. 
course-of-action--a6a47a06-08fc-4ec4-bdc3-20373375ebb9,M1049,Antivirus/Antimalware,Use signatures or heuristics to detect malicious software.,T1566,['enterprise-attack'],Anti-virus can automatically quarantine suspicious files.
course-of-action--a6a47a06-08fc-4ec4-bdc3-20373375ebb9,M1049,Antivirus/Antimalware,Use signatures or heuristics to detect malicious software.,T1566.001,['enterprise-attack'],Anti-virus can also automatically quarantine suspicious files.
course-of-action--a6a47a06-08fc-4ec4-bdc3-20373375ebb9,M1049,Antivirus/Antimalware,Use signatures or heuristics to detect malicious software.,T1059.005,['enterprise-attack'],Anti-virus can be used to automatically quarantine suspicious files. 
course-of-action--a6a47a06-08fc-4ec4-bdc3-20373375ebb9,M1049,Antivirus/Antimalware,Use signatures or heuristics to detect malicious software.,T1027,['enterprise-attack'],Anti-virus can be used to automatically detect and quarantine suspicious files. Consider utilizing the Antimalware Scan Interface (AMSI) on Windows 10 to analyze commands after being processed/interpreted. (Citation: Microsoft AMSI June 2015)
course-of-action--a6a47a06-08fc-4ec4-bdc3-20373375ebb9,M1049,Antivirus/Antimalware,Use signatures or heuristics to detect malicious software.,T1027.009,['enterprise-attack'],Anti-virus can be used to automatically detect and quarantine suspicious files.
